[2026-04-19T17:17:22.453Z] GET http://localhost:5173/workbench → 200 (86ms, 8187B)
[2026-04-19T17:17:22.973Z] GET http://localhost:5173/src/lib/components/workbench/Composer.svelte?t=1776619016702&svelte&type=style&lang.css → 200 (7ms, 1629B)
[2026-04-19T17:17:30.018Z] GET http://localhost:33335/api/sse/threads/755017e8-ec28-4a84-a7a6-585b017faa0a → pending (?ms, ?B)
[2026-04-19T17:17:33.022Z] GET http://localhost:33335/api/sse/threads/755017e8-ec28-4a84-a7a6-585b017faa0a → pending (?ms, ?B)
[2026-04-19T17:17:33.023Z] GET http://localhost:33335/api/sse/threads/755017e8-ec28-4a84-a7a6-585b017faa0a → pending (?ms, ?B)
[2026-04-19T17:17:34.067Z] GET http://localhost:33335/api/sse/threads/f3bd6003-07d5-42d6-8a4f-c0d8d4839aa6 → pending (?ms, ?B)
[2026-04-19T17:18:04.057Z] GET blob:http://localhost:5173/6412fb41-84fa-414b-8fec-4211bee3cb59 → pending (?ms, ?B)
[2026-04-19T17:18:04.098Z] GET http://localhost:5173/workbench → 200 (17ms, 8187B)
[2026-04-19T17:18:04.133Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/client/entry.js → 200 (21ms, 1472B)
[2026-04-19T17:18:04.133Z] GET http://localhost:5173/@fs/root/vibex-workbench/frontend/.svelte-kit/generated/client/app.js → 200 (22ms, 5230B)
[2026-04-19T17:18:04.155Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/client/client.js?v=999b858f → 200 (?ms, 519133B)
[2026-04-19T17:18:04.156Z] GET http://localhost:5173/.svelte-kit/generated/client/matchers.js → 200 (48ms, 302B)
[2026-04-19T17:18:04.156Z] GET http://localhost:5173/.svelte-kit/generated/root.js → 200 (48ms, 981B)
[2026-04-19T17:18:04.160Z] GET http://localhost:5173/@vite/client → 200 (57ms, 204363B)
[2026-04-19T17:18:04.160Z] GET http://localhost:5173/node_modules/.vite/deps/esm-env.js?v=999b858f → 200 (?ms, 1096B)
[2026-04-19T17:18:04.160Z] GET http://localhost:5173/node_modules/.vite/deps/svelte.js?v=999b858f → 200 (?ms, 4202B)
[2026-04-19T17:18:04.161Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/exports/internal/index.js?v=999b858f → 200 (?ms, 10803B)
[2026-04-19T17:18:04.163Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/utils/url.js?v=999b858f → 200 (?ms, 26838B)
[2026-04-19T17:18:04.164Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/client/fetcher.js?v=999b858f → 200 (?ms, 30020B)
[2026-04-19T17:18:04.164Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/client/parse.js?v=999b858f → 200 (?ms, 15177B)
[2026-04-19T17:18:04.164Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/client/session-storage.js?v=999b858f → 200 (9ms, 3164B)
[2026-04-19T17:18:04.179Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/client/utils.js?v=999b858f → 200 (?ms, 47848B)
[2026-04-19T17:18:04.179Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/app/paths/index.js?v=999b858f → 200 (?ms, 599B)
[2026-04-19T17:18:04.180Z] GET http://localhost:5173/node_modules/.vite/deps/devalue.js?v=999b858f → 200 (?ms, 27996B)
[2026-04-19T17:18:04.180Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/client/constants.js?v=999b858f → 200 (?ms, 2214B)
[2026-04-19T17:18:04.180Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/utils/exports.js?v=999b858f → 200 (?ms, 11910B)
[2026-04-19T17:18:04.180Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/utils/functions.js?v=999b858f → 200 (1ms, 1619B)
[2026-04-19T17:18:04.181Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/utils/array.js?v=999b858f → 200 (?ms, 1334B)
[2026-04-19T17:18:04.181Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/shared.js?v=999b858f → 200 (?ms, 44998B)
[2026-04-19T17:18:04.181Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/utils/error.js?v=999b858f → 200 (?ms, 5640B)
[2026-04-19T17:18:04.182Z] GET http://localhost:5173/node_modules/.vite/deps/svelte_store.js?v=999b858f → 200 (?ms, 3086B)
[2026-04-19T17:18:04.183Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/client/state.svelte.js?v=999b858f → 200 (?ms, 6351B)
[2026-04-19T17:18:04.183Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/pathname.js?v=999b858f → 200 (?ms, 6325B)
[2026-04-19T17:18:04.183Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/telemetry/noop.js?v=999b858f → 200 (?ms, 6779B)
[2026-04-19T17:18:04.183Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/utils.js?v=999b858f → 200 (?ms, 7840B)
[2026-04-19T17:18:04.184Z] GET http://localhost:5173/node_modules/.vite/deps/esm-env-B_gYOHAb.js?v=999b858f → 200 (?ms, 252B)
[2026-04-19T17:18:04.199Z] GET http://localhost:5173/node_modules/.vite/deps/runtime-DP8QNTrl.js?v=999b858f → 200 (?ms, 160691B)
[2026-04-19T17:18:04.200Z] GET http://localhost:5173/node_modules/.vite/deps/index-client-CvK2vYKm.js?v=999b858f → 200 (?ms, 138213B)
[2026-04-19T17:18:04.200Z] GET http://localhost:5173/node_modules/.vite/deps/legacy-client-By1Kyw3W.js?v=999b858f → 200 (?ms, 30479B)
[2026-04-19T17:18:04.200Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/exports/internal/remote-functions.js?v=999b858f → 200 (?ms, 4366B)
[2026-04-19T17:18:04.201Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/utils/hash.js?v=999b858f → 200 (?ms, 3522B)
[2026-04-19T17:18:04.201Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/utils/routing.js?v=999b858f → 200 (1ms, 51925B)
[2026-04-19T17:18:04.202Z] GET http://localhost:5173/@id/__x00__virtual:__sveltekit/environment → 200 (7ms, 1144B)
[2026-04-19T17:18:04.202Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/app/paths/client.js?v=999b858f → 200 (?ms, 16413B)
[2026-04-19T17:18:04.202Z] GET http://localhost:5173/node_modules/.vite/deps/svelte_internal_client.js?v=999b858f → 200 (?ms, 30041B)
[2026-04-19T17:18:04.203Z] GET http://localhost:5173/node_modules/.vite/deps/warnings-2hVNjS22.js?v=999b858f → 200 (?ms, 10899B)
[2026-04-19T17:18:04.203Z] GET http://localhost:5173/node_modules/.vite/deps/flags-C4fnQ0O1.js?v=999b858f → 200 (?ms, 730B)
[2026-04-19T17:18:04.203Z] GET http://localhost:5173/node_modules/.vite/deps/events-Ber_LsK8.js?v=999b858f → 200 (?ms, 7166B)
[2026-04-19T17:18:04.203Z] GET http://localhost:5173/node_modules/.vite/deps/svelte___clsx.js?v=999b858f → 200 (?ms, 607B)
[2026-04-19T17:18:04.204Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/app/paths/internal/client.js?v=999b858f → 200 (?ms, 1241B)
[2026-04-19T17:18:04.205Z] GET http://localhost:5173/node_modules/.vite/deps/svelte_legacy.js?v=999b858f → 200 (?ms, 2465B)
[2026-04-19T17:18:04.205Z] GET http://localhost:5173/.svelte-kit/generated/root.svelte → 200 (13ms, 10960B)
[2026-04-19T17:18:04.218Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 200 (21ms, 5651B)
[2026-04-19T17:18:04.218Z] GET http://localhost:5173/node_modules/.vite/deps/svelte_internal_disclose-version.js?v=999b858f → 200 (?ms, 241B)
[2026-04-19T17:18:04.218Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/app/environment/index.js?v=999b858f → 200 (?ms, 1041B)
[2026-04-19T17:18:04.292Z] GET http://localhost:5173/.svelte-kit/generated/client/nodes/0.js → 200 (7ms, 485B)
[2026-04-19T17:18:04.292Z] GET http://localhost:5173/.svelte-kit/generated/client/nodes/1.js → 200 (7ms, 726B)
[2026-04-19T17:18:04.292Z] GET http://localhost:5173/.svelte-kit/generated/client/nodes/3.js?t=1776619016702 → 200 (8ms, 581B)
[2026-04-19T17:18:04.300Z] GET http://localhost:5173/src/routes/+layout.svelte → 200 (6ms, 2392B)
[2026-04-19T17:18:04.300Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/components/svelte-5/error.svelte?v=999b858f → 200 (?ms, 2148B)
[2026-04-19T17:18:04.301Z] GET http://localhost:5173/src/routes/workbench/+page.svelte?t=1776619016702 → 200 (6ms, 10884B)
[2026-04-19T17:18:04.301Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/app/state/index.js?v=999b858f → 200 (?ms, 16105B)
[2026-04-19T17:18:04.301Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/app/state/client.js?v=999b858f → 200 (?ms, 7562B)
[2026-04-19T17:18:04.301Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/app/state/server.js?v=999b858f → 200 (1ms, 8898B)
[2026-04-19T17:18:04.308Z] GET http://localhost:5173/src/app.css → 200 (9ms, 1225B)
[2026-04-19T17:18:04.308Z] GET http://localhost:5173/src/lib/sse.ts → 200 (22ms, 9040B)
[2026-04-19T17:18:04.308Z] GET http://localhost:5173/src/lib/stores/thread-store.ts → 200 (22ms, 5474B)
[2026-04-19T17:18:04.308Z] GET http://localhost:5173/src/lib/components/workbench/WorkbenchShell.svelte → 200 (22ms, 5101B)
[2026-04-19T17:18:04.308Z] GET http://localhost:5173/src/lib/components/workbench/ThreadList.svelte → 200 (22ms, 9847B)
[2026-04-19T17:18:04.308Z] GET http://localhost:5173/src/lib/components/workbench/ArtifactPanel.svelte → 200 (22ms, 8604B)
[2026-04-19T17:18:04.308Z] GET http://localhost:5173/src/lib/components/workbench/Composer.svelte?t=1776619016702 → 200 (22ms, 9195B)
[2026-04-19T17:18:04.308Z] GET http://localhost:5173/src/routes/workbench/+page.svelte?svelte&type=style&lang.css → 200 (24ms, 801B)
[2026-04-19T17:18:04.331Z] GET http://localhost:5173/src/lib/components/workbench/ThreadList.svelte?svelte&type=style&lang.css → 200 (10ms, 1520B)
[2026-04-19T17:18:04.331Z] GET http://localhost:5173/src/lib/components/workbench/Composer.svelte?t=1776619016702&svelte&type=style&lang.css → 200 (11ms, 1629B)
[2026-04-19T17:18:04.331Z] GET http://localhost:5173/src/lib/stores/artifact-store.ts → 200 (16ms, 6304B)
[2026-04-19T17:18:04.331Z] GET http://localhost:5173/src/lib/components/workbench/ArtifactPanel.svelte?svelte&type=style&lang.css → 200 (12ms, 1476B)
[2026-04-19T17:18:04.332Z] GET http://localhost:5173/src/lib/stores/run-store.ts?t=1776618928571 → 200 (15ms, 4826B)
[2026-04-19T17:18:04.332Z] GET http://localhost:5173/src/lib/stores/canvas-store.ts?t=1776618928571 → 200 (15ms, 6561B)
[2026-04-19T17:18:18.328Z] GET http://localhost:5173/workbench → 200 (15ms, 8187B)
[2026-04-19T17:18:18.353Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/client/entry.js → 304 (12ms, ?B)
[2026-04-19T17:18:18.354Z] GET http://localhost:5173/@fs/root/vibex-workbench/frontend/.svelte-kit/generated/client/app.js → 304 (12ms, ?B)
[2026-04-19T17:18:18.367Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/client/client.js?v=999b858f → 200 (?ms, 519133B)
[2026-04-19T17:18:18.368Z] GET http://localhost:5173/.svelte-kit/generated/client/matchers.js → 304 (41ms, ?B)
[2026-04-19T17:18:18.368Z] GET http://localhost:5173/.svelte-kit/generated/root.js → 304 (41ms, ?B)
[2026-04-19T17:18:18.386Z] GET http://localhost:5173/@vite/client → 304 (23ms, ?B)
[2026-04-19T17:18:18.386Z] GET http://localhost:5173/node_modules/.vite/deps/esm-env.js?v=999b858f → 200 (?ms, 1096B)
[2026-04-19T17:18:18.386Z] GET http://localhost:5173/node_modules/.vite/deps/svelte.js?v=999b858f → 200 (?ms, 4202B)
[2026-04-19T17:18:18.386Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/exports/internal/index.js?v=999b858f → 200 (?ms, 10803B)
[2026-04-19T17:18:18.386Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/utils/url.js?v=999b858f → 200 (1ms, 26838B)
[2026-04-19T17:18:18.387Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/client/fetcher.js?v=999b858f → 200 (?ms, 30020B)
[2026-04-19T17:18:18.387Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/client/parse.js?v=999b858f → 200 (?ms, 15177B)
[2026-04-19T17:18:18.387Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/client/session-storage.js?v=999b858f → 200 (?ms, 3164B)
[2026-04-19T17:18:18.388Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/client/utils.js?v=999b858f → 200 (?ms, 47848B)
[2026-04-19T17:18:18.390Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/app/paths/index.js?v=999b858f → 200 (?ms, 599B)
[2026-04-19T17:18:18.390Z] GET http://localhost:5173/node_modules/.vite/deps/devalue.js?v=999b858f → 200 (?ms, 27996B)
[2026-04-19T17:18:18.390Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/client/constants.js?v=999b858f → 200 (?ms, 2214B)
[2026-04-19T17:18:18.390Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/utils/exports.js?v=999b858f → 200 (?ms, 11910B)
[2026-04-19T17:18:18.391Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/utils/functions.js?v=999b858f → 200 (?ms, 1619B)
[2026-04-19T17:18:18.392Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/utils/array.js?v=999b858f → 200 (?ms, 1334B)
[2026-04-19T17:18:18.392Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/shared.js?v=999b858f → 200 (?ms, 44998B)
[2026-04-19T17:18:18.392Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/utils/error.js?v=999b858f → 200 (1ms, 5640B)
[2026-04-19T17:18:18.393Z] GET http://localhost:5173/node_modules/.vite/deps/svelte_store.js?v=999b858f → 200 (?ms, 3086B)
[2026-04-19T17:18:18.393Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/client/state.svelte.js?v=999b858f → 200 (?ms, 6351B)
[2026-04-19T17:18:18.393Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/pathname.js?v=999b858f → 200 (?ms, 6325B)
[2026-04-19T17:18:18.405Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/telemetry/noop.js?v=999b858f → 200 (1ms, 6779B)
[2026-04-19T17:18:18.406Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/utils.js?v=999b858f → 200 (?ms, 7840B)
[2026-04-19T17:18:18.406Z] GET http://localhost:5173/node_modules/.vite/deps/esm-env-B_gYOHAb.js?v=999b858f → 200 (?ms, 252B)
[2026-04-19T17:18:18.406Z] GET http://localhost:5173/node_modules/.vite/deps/runtime-DP8QNTrl.js?v=999b858f → 200 (?ms, 160691B)
[2026-04-19T17:18:18.407Z] GET http://localhost:5173/node_modules/.vite/deps/index-client-CvK2vYKm.js?v=999b858f → 200 (?ms, 138213B)
[2026-04-19T17:18:18.407Z] GET http://localhost:5173/node_modules/.vite/deps/legacy-client-By1Kyw3W.js?v=999b858f → 200 (?ms, 30479B)
[2026-04-19T17:18:18.407Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/exports/internal/remote-functions.js?v=999b858f → 200 (?ms, 4366B)
[2026-04-19T17:18:18.408Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/utils/hash.js?v=999b858f → 200 (?ms, 3522B)
[2026-04-19T17:18:18.408Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/utils/routing.js?v=999b858f → 200 (?ms, 51925B)
[2026-04-19T17:18:18.408Z] GET http://localhost:5173/@id/__x00__virtual:__sveltekit/environment → 304 (18ms, ?B)
[2026-04-19T17:18:18.408Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/app/paths/client.js?v=999b858f → 200 (?ms, 16413B)
[2026-04-19T17:18:18.408Z] GET http://localhost:5173/node_modules/.vite/deps/svelte_internal_client.js?v=999b858f → 200 (?ms, 30041B)
[2026-04-19T17:18:18.410Z] GET http://localhost:5173/node_modules/.vite/deps/warnings-2hVNjS22.js?v=999b858f → 200 (?ms, 10899B)
[2026-04-19T17:18:18.410Z] GET http://localhost:5173/node_modules/.vite/deps/flags-C4fnQ0O1.js?v=999b858f → 200 (?ms, 730B)
[2026-04-19T17:18:18.410Z] GET http://localhost:5173/node_modules/.vite/deps/events-Ber_LsK8.js?v=999b858f → 200 (?ms, 7166B)
[2026-04-19T17:18:18.411Z] GET http://localhost:5173/node_modules/.vite/deps/svelte___clsx.js?v=999b858f → 200 (?ms, 607B)
[2026-04-19T17:18:18.412Z] GET http://localhost:5173/node_modules/@sveltejs/kit/src/runtime/app/paths/internal/client.js?v=999b858f → 200 (?ms, 1241B)
[2026-04-19T17:18:18.412Z] GET http://localhost:5173/node_modules/.vite/deps/svelte_legacy.js?v=999b858f → 200 (?ms, 2465B)
[2026-04-19T17:18:18.412Z] GET http://localhost:5173/.svelte-kit/generated/root.svelte → 304 (15ms, ?B)
[2026-04-19T17:18:18.412Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 304 (16ms, ?B)
